"FPR","TPR"
1,1
0.996356747303993,1
0.584086272223841,0.981867633726201
0.534975225881667,0.977787851314597
0.534538035558146,0.975974614687217
0.487904401049257,0.971894832275612
0.487467210725736,0.971894832275612
0.486884290294375,0.971894832275612
0.486592830078694,0.971894832275612
0.475371611774993,0.969174977334542
0.471582628971145,0.969174977334542
0.471436898863305,0.968721668177697
0.46881375692218,0.968721668177697
0.429320897697464,0.960108794197643
0.429029437481784,0.960108794197643
0.428300786942582,0.959202175883953
0.427717866511221,0.958295557570263
0.42713494607986,0.958295557570263
0.425531914893617,0.957388939256573
0.39041095890411,0.946509519492294
0.39041095890411,0.946056210335449
0.388370737394346,0.945602901178604
0.387787816962985,0.944242973708069
0.379335470708248,0.942429737080689
0.379189740600408,0.941976427923844
0.378461090061207,0.941069809610154
0.376420868551443,0.941069809610154
0.375255027688721,0.940616500453309
0.355872923345963,0.93427017225748
0.354998542698922,0.93427017225748
0.306178956572428,0.914324569356301
0.305596036141067,0.913871260199456
0.305450306033226,0.913871260199456
0.304430195278344,0.913417951042611
0.303993004954824,0.912964641885766
0.302681433984261,0.911151405258386
0.296123579131449,0.902085222121487
0.295540658700087,0.902085222121487
0.294374817837365,0.900725294650952
0.293937627513844,0.899818676337262
0.29175167589624,0.897098821396192
0.290148644709997,0.895738893925657
0.272661031769164,0.886672710788758
0.262751384436025,0.883046237533998
0.257796560769455,0.878513145965549
0.257505100553774,0.877606527651859
0.256776450014573,0.877153218495014
0.256776450014573,0.876699909338169
0.255756339259691,0.876246600181324
0.25007286505392,0.870806890299184
0.24978140483824,0.870353581142339
0.248907024191198,0.868993653671804
0.238705916642378,0.86038077969175
0.233022442436607,0.85403445149592
0.231273681142524,0.852674524025385
0.231127951034684,0.852674524025385
0.230690760711163,0.851767905711695
0.230545030603323,0.85131459655485
0.2293791897406,0.850861287398005
0.228213348877878,0.85040797824116
0.221801224132906,0.849048050770626
0.221509763917225,0.848594741613781
0.21859516176042,0.847234814143246
0.218157971436899,0.846781504986401
0.217866511221218,0.845421577515866
0.214806178956572,0.842701722574796
0.214660448848732,0.842701722574796
0.211600116584086,0.839528558476881
0.211017196152725,0.838621940163191
0.202856310113669,0.835448776065277
0.202419119790149,0.834088848594742
0.201836199358787,0.834088848594742
0.201107548819586,0.834088848594742
0.200961818711746,0.833182230281052
0.198192946662781,0.828649138712602
0.196298455260857,0.827289211242067
0.195861264937336,0.827289211242067
0.194112503643253,0.825022665457842
0.190906441270767,0.821849501359928
0.190177790731565,0.821849501359928
0.190032060623725,0.821396192203082
0.186243077819878,0.814596554850408
0.184057126202273,0.812783318223028
0.183619935878753,0.810970081595648
0.182599825123871,0.810970081595648
0.181288254153308,0.807343608340888
0.171232876712329,0.790571169537625
0.170212765957447,0.78921124206709
0.165840862722238,0.78467815049864
0.165257942290877,0.78467815049864
0.164237831535995,0.78467815049864
0.164092101428155,0.78467815049864
0.160303118624308,0.777425203989121
0.159720198192947,0.776971894832276
0.158554357330224,0.772892112420671
0.157534246575342,0.772438803263826
0.154911104634217,0.764279238440617
0.150539201399009,0.756119673617407
0.146895948703002,0.750226654578423
0.146895948703002,0.749773345421577
0.146895948703002,0.749320036264733
0.14587583794812,0.745693563009973
0.143106965899155,0.740707162284678
0.142669775575634,0.740707162284678
0.13552900029146,0.724841341795104
0.134071699213057,0.722121486854034
0.132614398134655,0.71894832275612
0.132177207811134,0.718495013599275
0.131157097056252,0.71713508612874
0.130719906732731,0.714868540344515
0.129116875546488,0.713055303717135
0.129116875546488,0.71260199456029
0.128533955115127,0.712148685403445
0.126639463713203,0.70988213961922
0.126639463713203,0.709428830462375
0.125473622850481,0.703535811423391
0.124599242203439,0.701269265639166
0.122704750801516,0.698549410698096
0.121976100262314,0.696282864913871
0.121538909938793,0.695829555757026
0.121247449723113,0.694469628286491
0.120664529291752,0.694016319129646
0.11964441853687,0.691749773345422
0.118915767997668,0.691749773345422
0.118332847566307,0.689936536718042
0.116438356164384,0.685403445149592
0.115855435733022,0.679510426110607
0.115418245409502,0.676790571169538
0.114252404546779,0.675883952855848
0.113815214223259,0.675430643699003
0.112795103468377,0.673617407071623
0.112066452929175,0.669084315503173
0.111774992713495,0.668631006346328
0.111483532497814,0.668631006346328
0.110609151850772,0.666817769718948
0.110463421742932,0.665457842248413
0.10944331098805,0.660924750679964
0.108714660448849,0.660924750679964
0.107840279801807,0.656844968268359
0.0985135529000292,0.636446056210335
0.0970562518216264,0.631459655485041
0.0969105217137861,0.631459655485041
0.0966190614981055,0.631006346328196
0.0960361410667444,0.630553037171351
0.0904983969688138,0.613780598368087
0.0903526668609734,0.612873980054397
0.0899154765374527,0.612420670897552
0.0808802098513552,0.565276518585675
0.0753424657534246,0.535811423390752
0.0751967356455844,0.535358114233908
0.0709705625182163,0.527198549410698
0.0705333721946955,0.527198549410698
0.0705333721946955,0.526745240253853
0.0644127076654036,0.50634632819583
0.0625182162634801,0.501359927470535
0.0617895657242786,0.5
0.0558146313028272,0.470081595648232
0.0553774409793063,0.470081595648232
0.054648790440105,0.468268359020852
0.0390556689011949,0.374886672710789
0.0384727484698338,0.373073436083409
0.0378898280384727,0.372166817769719
0.0375983678227921,0.372166817769719
0.0365782570679102,0.372166817769719
0.0361410667443894,0.369900271985494
0.0361410667443894,0.368993653671804
0.0307490527542991,0.340435176790571
0.0285631011366948,0.336355394378966
0.0281259108131739,0.334995466908432
0.0273972602739726,0.334995466908432
0.0272515301661324,0.331822302810517
0.0255027688720489,0.326382592928377
0.0252113086563684,0.325022665457842
0.024482658117167,0.324569356300997
0.0189449140192364,0.302810516772439
0.0183619935878753,0.300997280145059
0.0180705333721947,0.300997280145059
0.0180705333721947,0.300090661831369
0.0179248032643544,0.300090661831369
0.0173418828329933,0.299637352674524
0.0171961527251531,0.299637352674524
0.0169046925094725,0.299184043517679
0.00349752258816671,0.189029918404352
0.00335179248032647,0.184043517679057
0.00320606237248611,0.183590208522212
0.00306033226464586,0.179963735267452
0.00233168172544451,0.175430643699003
0.00218595161760415,0.175430643699003
0.00218595161760415,0.174977334542158
0.00189449140192366,0.174070716228468
0.00174876129408341,0.171350861287398
0.00102011075488195,0.135539437896646
0.00102011075488195,0.120580235720762
0.000874380647041706,0.0870353581142339
0.000728650539201348,0.00770625566636446
0,0
