"FPR","TPR","AUC"
0.27105800058292,0.881686310063463,0.888744575418039
0.270183619935879,0.881233000906618,0.888744575418039
0.268580588749636,0.879873073436083,0.888744575418039
0.251092975808802,0.870806890299184,0.888744575418039
0.246138152142233,0.866273798730734,0.888744575418039
0.245263771495191,0.864460562103355,0.888744575418039
0.24453512095599,0.864007252946509,0.888744575418039
0.24453512095599,0.863553943789665,0.888744575418039
0.243515010201108,0.86310063463282,0.888744575418039
0.237831535995337,0.85766092475068,0.888744575418039
0.237685805887496,0.85766092475068,0.888744575418039
0.237394345671816,0.857207615593835,0.888744575418039
0.236519965024774,0.8558476881233,0.888744575418039
0.230836490819003,0.849501359927471,0.888744575418039
0.229670649956281,0.849048050770626,0.888744575418039
0.228359078985718,0.846781504986401,0.888744575418039
0.226610317691635,0.845421577515866,0.888744575418039
0.226464587583795,0.845421577515866,0.888744575418039
0.226027397260274,0.844514959202176,0.888744575418039
0.225881667152434,0.844061650045331,0.888744575418039
0.222821334887788,0.841341795104261,0.888744575418039
0.221655494025066,0.840888485947416,0.888744575418039
0.215243369280093,0.839528558476881,0.888744575418039
0.214660448848732,0.837262012692656,0.888744575418039
0.211745846691927,0.835902085222122,0.888744575418039
0.211308656368406,0.835448776065277,0.888744575418039
0.210434275721364,0.835448776065277,0.888744575418039
0.210142815505683,0.834088848594742,0.888744575418039
0.209997085397843,0.834088848594742,0.888744575418039
0.206936753133197,0.830915684496827,0.888744575418039
0.206353832701836,0.830009066183137,0.888744575418039
0.198192946662781,0.826835902085222,0.888744575418039
0.19775575633926,0.825475974614687,0.888744575418039
0.197172835907899,0.825475974614687,0.888744575418039
0.196444185368697,0.825475974614687,0.888744575418039
0.196298455260857,0.824569356300997,0.888744575418039
0.193529583211892,0.820036264732548,0.888744575418039
0.190760711162926,0.818223028105168,0.888744575418039
0.190760711162926,0.816863100634633,0.888744575418039
0.188866219761003,0.815503173164098,0.888744575418039
0.188720489653162,0.814143245693563,0.888744575418039
0.186534538035558,0.810516772438803,0.888744575418039
0.183328475663072,0.807343608340888,0.888744575418039
0.182599825123871,0.807343608340888,0.888744575418039
0.182016904692509,0.804623753399819,0.888744575418039
0.181871174584669,0.804170444242974,0.888744575418039
0.178082191780822,0.797370806890299,0.888744575418039
0.177645001457301,0.795557570262919,0.888744575418039
0.176333430486739,0.79193109700816,0.888744575418039
0.166278053045759,0.775158658204896,0.888744575418039
0.165695132614398,0.775158658204896,0.888744575418039
0.164675021859516,0.775158658204896,0.888744575418039
0.163800641212475,0.770172257479601,0.888744575418039
0.163654911104634,0.770172257479601,0.888744575418039
0.159865928300787,0.762919310970082,0.888744575418039
0.157825706791023,0.761106074342702,0.888744575418039
0.157242786359662,0.760652765185857,0.888744575418039
0.15607694549694,0.756572982774252,0.888744575418039
0.155785485281259,0.756572982774252,0.888744575418039
0.151413582046051,0.748413417951043,0.888744575418039
0.147770329350044,0.742520398912058,0.888744575418039
0.147333139026523,0.742520398912058,0.888744575418039
0.147333139026523,0.742067089755213,0.888744575418039
0.146313028271641,0.738440616500453,0.888744575418039
0.146167298163801,0.736174070716228,0.888744575418039
0.14602156805596,0.735267452402539,0.888744575418039
0.143252696006995,0.730281051677244,0.888744575418039
0.142815505683474,0.730281051677244,0.888744575418039
0.1356747303993,0.71441523118767,0.888744575418039
0.134217429320898,0.7116953762466,0.888744575418039
0.132760128242495,0.708522212148685,0.888744575418039
0.132322937918974,0.70806890299184,0.888744575418039
0.131302827164092,0.706708975521306,0.888744575418039
0.129699795977849,0.704895738893926,0.888744575418039
0.129262605654328,0.704895738893926,0.888744575418039
0.129262605654328,0.704442429737081,0.888744575418039
0.128679685222967,0.703989120580236,0.888744575418039
0.126785193821043,0.701722574796011,0.888744575418039
0.126639463713203,0.701269265639166,0.888744575418039
0.125473622850481,0.695376246600181,0.888744575418039
0.123579131448557,0.692656391659112,0.888744575418039
0.122850480909356,0.690389845874887,0.888744575418039
0.122413290585835,0.689936536718042,0.888744575418039
0.121830370154474,0.689483227561197,0.888744575418039
0.120810259399592,0.687216681776972,0.888744575418039
0.120081608860391,0.687216681776972,0.888744575418039
0.119498688429029,0.685403445149592,0.888744575418039
0.117604197027106,0.680870353581142,0.888744575418039
0.117021276595745,0.674977334542158,0.888744575418039
0.116584086272224,0.672257479601088,0.888744575418039
0.11439813465462,0.670897552130553,0.888744575418039
0.113669484115418,0.669084315503173,0.888744575418039
0.113232293791897,0.668631006346328,0.888744575418039
0.112212183037015,0.666817769718948,0.888744575418039
0.111483532497814,0.662284678150499,0.888744575418039
0.110754881958613,0.660924750679964,0.888744575418039
0.110463421742932,0.660471441523119,0.888744575418039
0.110171961527252,0.660471441523119,0.888744575418039
0.10929758088021,0.658658204895739,0.888744575418039
0.10915185077237,0.657298277425204,0.888744575418039
0.108131740017488,0.652765185856754,0.888744575418039
0.107111629262606,0.652311876699909,0.888744575418039
0.106237248615564,0.648232094288305,0.888744575418039
0.105654328184203,0.64596554850408,0.888744575418039
0.0963276012824249,0.625566636446056,0.888744575418039
0.0961818711745847,0.625566636446056,0.888744575418039
0.0939959195569805,0.611967361740707,0.888744575418039
0.0934129991256194,0.611060743427017,0.888744575418039
0.0928300786942582,0.610607434270172,0.888744575418039
0.0872923345963276,0.593834995466908,0.888744575418039
0.0868551442728067,0.592928377153218,0.888744575418039
0.0867094141649665,0.592021758839529,0.888744575418039
0.0862722238414456,0.591568449682684,0.888744575418039
0.080734479743515,0.562103354487761,0.888744575418039
0.0805887496356748,0.561650045330916,0.888744575418039
0.0763625765083066,0.553490480507706,0.888744575418039
0.0759253861847857,0.553490480507706,0.888744575418039
0.0747595453220635,0.549864007252946,0.888744575418039
0.0747595453220635,0.549410698096102,0.888744575418039
0.0686388807927718,0.529011786038078,0.888744575418039
0.0667443893908481,0.524025385312783,0.888744575418039
0.0663071990673273,0.523118766999093,0.888744575418039
0.0603322646458758,0.493200362647325,0.888744575418039
0.059895074322355,0.493200362647325,0.888744575418039
0.0591664237831536,0.491387126019946,0.888744575418039
0.0435733022442436,0.398005439709882,0.888744575418039
0.0429903818128825,0.396192203082502,0.888744575418039
0.0424074613815214,0.395285584768812,0.888744575418039
0.0421160011658409,0.395285584768812,0.888744575418039
0.0386184785776742,0.376246600181324,0.888744575418039
0.0375983678227921,0.376246600181324,0.888744575418039
0.0371611774992714,0.373980054397099,0.888744575418039
0.037015447391431,0.373526745240254,0.888744575418039
0.037015447391431,0.372620126926564,0.888744575418039
0.0316234334013407,0.344061650045331,0.888744575418039
0.0294374817837365,0.339981867633726,0.888744575418039
0.0287088312445352,0.337715321849501,0.888744575418039
0.0279801807053337,0.337715321849501,0.888744575418039
0.0278344505974935,0.334542157751587,0.888744575418039
0.02608568930341,0.329102447869447,0.888744575418039
0.0257942290877295,0.327742520398912,0.888744575418039
0.0250655785485281,0.327289211242067,0.888744575418039
0.0195278344505975,0.305530371713509,0.888744575418039
0.0189449140192364,0.303717135086129,0.888744575418039
0.0186534538035558,0.303717135086129,0.888744575418039
0.0186534538035558,0.302810516772439,0.888744575418039
0.0185077236957155,0.302810516772439,0.888744575418039
0.0179248032643544,0.302357207615594,0.888744575418039
0.0177790731565142,0.302357207615594,0.888744575418039
0.0174876129408336,0.301903898458749,0.888744575418039
0.0173418828329933,0.301450589301904,0.888744575418039
0.00393471291168757,0.191296464188577,0.888744575418039
0.00378898280384732,0.186310063463282,0.888744575418039
0.00364325269600696,0.185856754306437,0.888744575418039
0.00349752258816671,0.182230281051677,0.888744575418039
0.00276887204896537,0.177697189483228,0.888744575418039
0.00262314194112501,0.177697189483228,0.888744575418039
0.00262314194112501,0.177243880326383,0.888744575418039
0.00247741183328476,0.177243880326383,0.888744575418039
0.00218595161760415,0.176337262012693,0.888744575418039
0.00204022150976391,0.174070716228468,0.888744575418039
0.00189449140192366,0.171350861287398,0.888744575418039
0.0011658408627222,0.135539437896646,0.888744575418039
0.0011658408627222,0.120580235720762,0.888744575418039
0.00102011075488195,0.0870353581142339,0.888744575418039
0.000874380647041706,0.00770625566636446,0.888744575418039
0,0,0.888744575418039
